column1,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank
10357,0.815384615,0.184615385,0,0,0,0.083333333,0,0,0,1,71.42857143,0,100,0,0,0,0,52.94117647,0,0,0,0,0,0,0,-1,3880927,0,0,3
10358,0.245398773,0.754601227,0,4,0,0.024390244,0,0,1,1,4.081632653,0,0,100,0,0,0,29.62962963,0,0,0,1,1,0,96,3556,0,0,1,1
10359,0.944444444,0.055555556,0,0,0,0,0,0,0,0,83.33333333,0,0,0,0,0,0,100,0,0,0,1,0,0,269,4478,188429,0,1,2
10360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,238,127,0,0,1,0
10363,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,99,3918,0,0,1,0
10364,0.48,0.52,0,1,0,0.076923077,0,0,0,1,10,0,0,100,0,0,0,80,0,0,0,1,1,0,339,5170,2080048,0,1,2
10365,0.906896552,0.093103448,0,0,0,0.037037037,0,0,0,1,90.69767442,0,66.66666667,33.33333333,0,0,0,30.76923077,0,0,0,0,1,0,1831,9227,767,0,1,6
10366,0.796116505,0.203883495,0,0,0,0.285714286,0,0.047619048,0,0,100,0,100,0,0,0,0,51.90839695,0,0,0,0,0,0,362,6212,3111,0,0,5
10367,0.85106383,0.14893617,0,0,0,0.142857143,0,0,0,0,100,0,100,0,0,0,0,92.13483146,0,0,0,1,1,0,171,4578,0,0,0,2
10368,0.529411765,0.470588235,0,3,0,0.25,0,0.0625,0,1,64.28571429,0,66.66666667,33.33333333,0,0,0,73.33333333,0,0,0,1,0,0,2161,6969,2519986,0,0,4
10369,0.361111111,0.638888889,0,2,0,0.47826087,0,0,0,1,66.66666667,0,0,0,0,0,0,5.555555556,0,0,0,1,1,0,230,7440,0,0,0,3
10370,0.805755396,0.194244604,0,2,0,0.074074074,0,0.037037037,0,1,84.61538462,0,12.5,87.5,0,0,0,44.44444444,0,0,0,0,0,0,676,6263,6627,0,0,6
10371,0.792682927,0.207317073,0,0,0,0.294117647,0,0.235294118,0,1,70.58823529,0,100,0,0,0,0,36.36363636,0,0,0,0,1,0,2795,7412,13241,0,0,5
10372,0.038461538,0.961538462,0,2,0,1.12,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,1,1,0,117,7188,2888357,0,1,1
10373,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,620,4493,0,0,1,0
10374,0.196721311,0.803278689,0,6,0,0,0,0.040816327,0,1,23.80952381,0,0,100,0,0,0,28.57142857,0,0,0,1,0,0,588,7447,0,0,0,8
10375,0.918309859,0.081690141,0,0,0,0.413793103,0,0.034482759,0,1,61.53846154,0,100,0,0,0,0,51.61290323,0,0,0,1,1,0,2505,6260,683,0,0,6
10376,0.75,0.25,0,1,0,0.263157895,0,0.105263158,0,1,37.5,0,66.66666667,33.33333333,0,0,0,54.54545455,0,0,0,1,1,0,1851,8375,1430338,0,0,3
10377,0.170212766,0.829787234,0,2,0,0.051282051,0,0.256410256,0,1,13.33333333,0,0,0,0,0,0,0,0,0,0,1,1,0,124,3893,171,0,0,10
10378,0.607594937,0.392405063,0,3,0,0.177419355,0,0.016129032,0,1,41.66666667,0,0,100,0,0,0,6.666666667,0,0,0,0,0,0,257,5586,50384,0,0,6
10379,0.071428571,0.928571429,0,0,0,0.230769231,0,0,0,1,0,0,0,0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5
10380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1830,0,0,1,1
10381,0,1,0,0,0,0.166666667,0,0.083333333,0,1,0,0,0,100,0,0,0,0,0,0,0,1,1,0,65,3222,0,0,0,2
10382,0.65625,0.34375,0,0,0,0.454545455,0,0.181818182,1,0,100,0,100,0,0,0,0,9.090909091,0,0,0,1,1,0,361,-1,0,0,1,0
10384,0.925925926,0.074074074,0,0,0,0.166666667,0,0,0,0,92.30769231,0,0,100,0,0,0,37.5,0,0,0,1,0,0,1993,8698,25707,0,0,5
10385,0.876923077,0.123076923,0,1,0,0.125,0,0.125,0,1,0,0,100,0,0,0,0,37.5,0,0,0,1,0,0,269,7767,7218488,0,0,4
10386,0.857142857,0.142857143,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,309,2612,261070,0,1,4
10387,0.964912281,0.035087719,0,0,0,0,0,0,0,0,100,0,96.66666667,3.333333333,0,0,0,94.11764706,0,0,0,1,1,0,74,8326,993169,0,0,4
10388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,406,5073,287661,0,1,5
10389,0.135135135,0.864864865,0,3,0,0.46875,0,0.015625,1,1,0,0,0,100,0,0,0,12.19512195,0,0,0,1,1,0,371,7298,0,0,1,5
10390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,188,1638,0,0,1,0
10391,0.631578947,0.368421053,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,100,0,0,0,1,0,0,2975,8347,1,0,1,10
10392,0.854460094,0.145539906,0,1,0,0.225806452,0,0.032258065,0,1,57.14285714,0,80,20,0,0,0,31.25,0,0,0,0,0,0,332,-1,18370,0,0,6
10393,0.903870162,0.096129838,0,0,0,0.688311688,0,0.077922078,0,0,100,0,100,0,0,0,0,66.22807018,0,0,0,0,1,0,905,7129,12,0,0,7
10394,0.94661191,0.05338809,0,0,0,0.730769231,0,0.423076923,1,0,92.30769231,0,91.66666667,8.333333333,0,0,0,13.04347826,0,0,0,1,1,0,222,6717,252556,0,0,5
10395,0.969335605,0.030664395,0,0,0,0.055555556,0,0.055555556,0,1,60,0,98.31932773,1.680672269,0,0,0,96.91780822,0,0,0,1,1,0,194,536,0,0,1,0
10396,0.913043478,0.086956522,0,1,0,0,0,0,0,1,71.42857143,0,100,0,0,0,0,100,0,0,0,1,1,0,217,148,0,0,1,0
10397,0.723076923,0.276923077,0,0,0,0,0,0,0,0,95.45454545,0,37.5,62.5,0,0,0,0,0,0,0,0,0,0,1778,8813,97606,0,0,5
10399,0.390243902,0.609756098,0,4,0,0,0,0.04,0,1,38.88888889,0,33.33333333,66.66666667,0,0,0,20,0,0,0,1,1,0,114,5729,3192494,0,0,3
10400,0.972727273,0.027272727,0,0,0,0,0,0,0,0,66.66666667,0,100,0,0,0,0,0,0,0,0,1,1,0,213,4536,0,0,0,2
10401,0.976271186,0.023728814,0,0,0,0.285714286,0,0.285714286,0,0,77.77777778,0,99.04761905,0.952380952,0,0,0,50,0,0,0,1,1,0,737,5837,2112335,0,0,4
10402,0.279069767,0.720930233,0,1,0,0,0,0.064516129,0,1,40,0,0,100,0,0,0,7.692307692,0,0,0,1,1,0,648,3369,2865212,0,0,4
10403,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,3514,0,1,9
10405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,699,3684,246183,0,1,4
10406,0.875,0.125,0,0,0,0.666666667,0,0,0,0,71.42857143,0,0,100,0,0,0,0,0,0,0,1,0,0,70,1757,0,0,1,0
10407,0.875,0.125,0,0,0,0.5,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,1,0,0,312,4070,5422,0,0,6
10408,0.996070727,0.003929273,0,0,0,0,0,0,0,0,96.96969697,0,99.65156794,0.348432056,0,0,0,66.66666667,0,0,0,0,1,1,0,-1,1165,0,0,5
10409,0.699386503,0.300613497,0,2,0,0.081632653,0,0.040816327,0,1,11.76470588,0,7.692307692,92.30769231,0,0,0,33.33333333,0,0,0,0,1,1,1770,6995,50763,0,0,5
10410,0.501886792,0.498113208,0,1,0,0.022727273,0,0.007575758,0,1,18.18181818,0,0,100,0,0,0,40,0,0,0,1,1,1,0,-1,45954,0,0,5
10411,0.815789474,0.184210526,0,0,0,0.714285714,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,1,0,169,6041,0,0,1,1
10412,0.090909091,0.909090909,0,0,0,0,0,0.1,0,0,9.090909091,0,0,0,0,0,0,0,0,0,1,1,0,0,381,8019,0,0,1,4
10413,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3992,5697976,0,1,0
10414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,363,1,0,0,1,0
10415,0.684210526,0.315789474,0,1,0,0.166666667,0,0.166666667,0,1,60,0,66.66666667,33.33333333,0,0,0,85.71428571,0,0,0,0,0,1,0,-1,955197,0,0,1
10416,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,298,1528,0,0,1,0
10417,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1658,0,0,1,2
10418,0.836363636,0.163636364,0,1,0,0,0,0,0,1,75,0,50,50,0,0,0,75,0,0,0,1,1,0,0,-1,1196261,0,0,3
10419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,177,189,0,0,1,2
10420,0.866666667,0.133333333,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,1050,5158,0,0,0,8
10421,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,26,-1,0,0,1,0
10422,0.18556701,0.81443299,0,3,0,0.544303797,0,0,0,1,41.66666667,0,0,100,0,0,0,27.53623188,0,0,0,1,0,0,370,7299,5258306,0,0,5
10423,0.928571429,0.071428571,0,0,0,0.333333333,0,0.333333333,0,0,100,0,100,0,0,0,0,0,0,0,0,1,1,0,0,6773,182609,0,0,4
10424,0.181818182,0.818181818,0,0,0,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,298112,0,1,4
10425,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3992,5697976,0,1,0
10426,0.740740741,0.259259259,0,1,0,0,0,0,0,1,50,0,100,0,0,0,0,100,0,0,0,1,1,0,2974,8348,1,0,0,10
10428,0.707317073,0.292682927,0,0,0,0,0,0,0,0,25,0,40,60,0,0,0,0,0,0,0,1,0,0,55,3962,6530861,0,0,3
10429,0.242424242,0.757575758,0,5,0,0,0,0,0,1,0,0,0,100,0,0,0,70,0,0,0,1,0,0,329,36,0,0,1,0
10430,0,1,0,1,0,0,0,0.333333333,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,644,1546,4669,0,1,2
10431,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,334,31,0,0,1,0
10432,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,0,355,2202,533532,0,1,1
10433,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,0,256,2301,22884,0,1,3
10434,0.557692308,0.442307692,0,0,0,0,0,0,0,1,65.2173913,0,0,0,0,0,0,0,0,0,0,0,1,0,205,5638,2,0,0,10
10435,0.966666667,0.033333333,0,0,0,0,0,0,0,0,100,0,80,20,0,0,0,100,0,0,0,1,0,0,77,5767,0,0,1,2
10436,0.857142857,0.142857143,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,77586,0,1,1
10437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,196,535,7375648,0,1,1
10438,0.617647059,0.382352941,0,0,0,0.230769231,0,0.076923077,0,1,71.42857143,0,0,100,0,0,0,0,0,0,0,1,0,0,158,2033,0,0,0,4
10439,0.441558442,0.558441558,0,6,0,0,0,0,1,1,0,0,0,100,0,0,0,37.5,0,0,0,0,1,0,19,346,0,0,1,0
10441,0.069230769,0.930769231,0,6,0,0.140495868,0,0.024793388,0,1,3.703703704,0,0,100,0,0,0,4.47761194,0,0,0,1,1,0,84,3203,0,0,1,1
10442,0.947368421,0.052631579,0,0,0,0,0,0.333333333,0,0,100,0,0,0,0,0,0,72.72727273,0,0,0,1,1,0,1209,7140,0,0,0,3
10443,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,272,7764,32,0,0,5
10444,0.608695652,0.391304348,0,0,0,0.111111111,0,0,0,0,77.77777778,0,0,100,0,0,0,0,0,0,0,1,1,0,65,5778,577529,0,0,4
10445,0.473684211,0.526315789,0,1,0,0.2,0,0.1,1,1,50,0,0,100,0,0,0,0,0,0,0,0,0,0,672,4441,81842,0,0,5
10446,0.916666667,0.083333333,0,0,0,0.266666667,0,0.066666667,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,428,6509,2381,0,1,5
10447,0.032258065,0.967741935,0,0,0,0.1,0,0.033333333,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,79,1016,1211946,0,1,2
10448,0.5,0.5,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,1
10449,0.933333333,0.066666667,0,1,0,0,0,0,0,1,88.88888889,0,100,0,0,0,0,100,0,0,0,1,1,0,122,6452,1067701,0,0,3
10450,0.827586207,0.172413793,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,1
10451,0.8,0.2,0,0,0,0,0,1,0,1,50,0,100,0,0,0,0,100,0,0,0,1,1,0,210,1982,0,0,1,0
10452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,158,9338,21,0,0,5
10453,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3992,5697976,0,1,0
10455,0.929078014,0.070921986,0,0,0,0.3,0,0.3,0,0,92.30769231,0,96.15384615,3.846153846,0,0,0,61.11111111,0,0,0,0,0,1,0,3319,481781,0,0,3
10456,0.20754717,0.79245283,0,1,0,0.30952381,0,0.095238095,0,1,50,0,33.33333333,66.66666667,0,0,0,5.405405405,0,0,0,1,0,0,183,4930,7447880,0,0,3
10457,0.78313253,0.21686747,0,1,0,0.074074074,0,0.037037037,0,1,81.81818182,0,48.48484848,51.51515152,0,0,0,8.823529412,0,0,0,1,0,0,2137,7724,246,0,0,4
10458,0.626666667,0.373333333,0,3,0,0.035714286,0,0.035714286,0,1,16.66666667,0,2.5,97.5,0,0,0,66.10169492,0,0,0,1,1,0,61,2130,17465,0,1,4
10459,0.720720721,0.279279279,0,1,0,0.064516129,0,0.258064516,0,1,92.30769231,0,0,100,0,0,0,61.53846154,0,0,0,1,1,0,985,8145,0,0,0,3
10460,0.196428571,0.803571429,0,6,0,0.133333333,0,0.177777778,0,1,27.27272727,0,0,100,0,0,0,25,0,0,0,1,0,0,585,7449,0,0,0,8
10461,0.622641509,0.377358491,0,5,0,0,0,0,0,1,12.5,0,0,0,0,0,0,80,0,0,0,1,1,0,2804,8520,8,0,0,10
10462,0.714285714,0.285714286,0,0,0,0.5,0,0.166666667,0,0,86.66666667,0,0,0,0,0,0,37.5,0,0,0,1,0,0,1336,6699,4589207,0,0,4
10463,0.665116279,0.334883721,0,0,0,0.75,0,0.194444444,0,0,84.61538462,0,95.29411765,4.705882353,0,0,0,7.042253521,0,0,0,0,0,0,505,7530,4970261,0,0,4
10464,0.71641791,0.28358209,0,1,0,0,0,0,0,1,20,0,100,0,0,0,0,93.10344828,0,0,0,1,1,0,65,5048,282,0,0,7
10465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,101,0,0,1,0
10466,0.936842105,0.063157895,0,0,0,0,0,0,0,1,90,0,100,0,0,0,0,100,0,0,0,1,0,0,268,1193,160850,0,0,1
10467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,144,5499,0,0,1,0
10468,0.707317073,0.292682927,0,2,0,0,0,0,0,1,28.57142857,0,0,0,0,0,0,100,0,0,0,0,0,0,1583,11564,375,0,1,6
10470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,38,5806,0,0,1,2
10471,0.272727273,0.727272727,0,3,0,0.2,0,0,1,1,0,0,9.090909091,90.90909091,0,0,0,36.84210526,0,0,0,1,1,0,371,7298,0,0,0,5
10472,0.555555556,0.444444444,0,0,0,0.375,0,0,0,0,50,0,80,20,0,0,0,25,0,0,0,1,1,0,230,5614,0,0,1,5
10473,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,14,4003,5828815,0,1,0
10474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,1,0
10475,0.866028708,0.133971292,0,2,0,0.071428571,0,0.107142857,0,1,73.33333333,0,100,0,0,0,0,81.39534884,0,0,0,1,1,0,849,7552,185439,0,0,5
10476,0.95,0.05,0,0,0,0.5,0,0.5,0,0,100,0,100,0,0,0,0,77.77777778,1,0,0,1,1,0,132,11555,609,0,0,7
10477,0.727891156,0.272108844,0,0,0,0.075,0,0.125,0,1,21.42857143,0,66.66666667,33.33333333,0,0,0,0,0,0,0,0,1,0,1045,7721,1492,0,0,5
10478,0.975609756,0.024390244,0,0,0,0,0,0,0,0,95.23809524,0,100,0,0,0,0,100,0,0,0,1,0,0,248,5230,0,0,1,7
10479,0.571428571,0.428571429,0,0,0,0,0,0.666666667,0,0,33.33333333,0,100,0,0,0,0,0,0,0,0,1,1,0,309,2612,0,0,1,2
10480,0.418604651,0.581395349,0,0,0,0.32,0,0.04,0,0,100,0,0,0,0,0,0,39.02439024,0,0,0,1,0,0,334,8431,567,0,0,7
10481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,76,1750,0,0,1,1
10482,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,1,1,0,0,873,7528,0,0,1,0
10483,0.914285714,0.085714286,0,0,0,0.222222222,0,0,0,0,85,0,96.66666667,3.333333333,0,0,0,85.29411765,0,0,0,1,1,0,667,-1,1930148,0,0,4
10484,0,1,0,0,0,0.5,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,1,0,0,327,2960,0,0,1,2
10485,0.857142857,0.142857143,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,374,8036,0,0,1,2
10486,0.181818182,0.818181818,0,1,0,0.166666667,0,0,0,1,0,0,16.66666667,83.33333333,0,0,0,25,0,0,0,1,1,0,228,5615,0,0,1,5
10487,0.527472527,0.472527473,0,0,0,0.325581395,0,0.093023256,0,0,80.76923077,0,5.555555556,94.44444444,0,0,0,66.66666667,0,0,0,1,1,0,135,-1,295578,0,0,4
10488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2430,1953,4365,0,1,3
10489,0.931818182,0.068181818,0,0,0,0,0,0,0,1,92,0,80,20,0,0,0,0,0,0,0,1,1,0,0,530,0,0,0,3
10490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,234,3768,0,0,1,3
10491,0.948051948,0.051948052,0,0,0,0.625,0,0.125,0,0,100,0,100,0,0,0,0,60,0,0,0,1,1,0,91,2101,124276,0,0,0
10492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,-1,2509075,0,1,0
10493,0.076923077,0.923076923,0,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,25,0,0,0,1,0,0,374,7295,0,0,1,5
10494,0.235849057,0.764150943,0,3,0,0.518518519,0,0,0,1,0,0,0,100,0,0,0,31.42857143,0,0,0,1,1,0,373,7296,0,0,0,5
10495,0.461538462,0.538461538,0,3,0,0.071428571,0,0.107142857,0,1,45,0,0,100,0,0,0,62.5,0,0,0,0,0,0,373,9123,48,0,1,7
10496,0.97826087,0.02173913,0,0,0,0,0,0.5,0,0,100,0,100,0,0,0,0,81.81818182,0,0,0,1,1,0,707,7732,22144,0,0,4
10497,0.19047619,0.80952381,0,1,0,0.294117647,0,0,0,1,0,0,20,80,0,0,0,25,0,0,0,1,1,0,217,5627,0,0,1,5
10498,0.181818182,0.818181818,0,2,0,0.194444444,0,0,0,1,11.11111111,0,0,100,0,0,0,0,0,0,0,1,1,0,1259,5466,75,0,1,4
10499,0.272727273,0.727272727,0,0,0,0,0,0.083333333,0,1,36.36363636,0,12.5,87.5,0,0,0,36.36363636,0,0,0,1,1,0,95,4654,780517,0,0,4
10500,0.933333333,0.066666667,0,0,0,0.333333333,0,0,0,0,88.88888889,0,0,0,0,0,0,0,0,0,0,1,0,0,376,5102,44165,0,0,4
10501,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,0,0,292,5916,0,0,1,2
10502,0.115384615,0.884615385,0,0,0,0.007246377,0,0,1,1,46.15384615,0,0,0,0,0,0,3.875968992,0,0,0,1,0,0,371,7298,0,0,0,5
10503,0.701587302,0.298412698,0,4,0,0.085106383,0,0.085106383,0,1,0,0,30.23255814,69.76744186,0,0,0,100,0,0,0,0,0,0,1567,7929,11068,0,0,5
10504,0.52,0.48,0,0,0,0,0,0.083333333,0,0,50,0,0,0,0,0,0,0,0,0,1,1,0,0,182,7488,63,0,0,10
10505,0.956521739,0.043478261,0,0,0,0.25,0,0,0,0,92.30769231,0,100,0,0,0,0,62.5,0,0,0,1,1,0,102,4280,0,0,0,1
10506,0.806666667,0.193333333,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,3.333333333,0,0,0,1,1,0,113,-1,277466,0,1,5
10507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,705,7330,154708,0,0,4
10508,0.9375,0.0625,0,1,0,0,0,0,0,1,92.85714286,0,100,0,0,0,0,72.72727273,0,0,0,1,1,0,988,4489,2889,0,0,5
10509,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0,0,0,0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5
10510,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,0,0,13,-2,0,0,1,0
10511,0.291666667,0.708333333,0,0,0,0,0,0.117647059,1,1,66.66666667,0,0,100,0,0,0,0,0,0,0,1,1,0,313,2974,1118394,0,1,2
10512,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,155,211,0,0,1,0
10513,0.897727273,0.102272727,0,0,0,0.555555556,0,0.222222222,1,0,85.71428571,0,100,0,0,0,0,85.71428571,0,0,0,1,0,0,146,2046,0,0,1,0
10514,0.566666667,0.433333333,0,2,0,0,0,0.010989011,0,1,64.70588235,0,68.75,31.25,0,0,0,10.58823529,0,0,0,1,1,0,635,6670,6886,0,0,5
10515,0.88125,0.11875,0,2,0,0,0,0.105263158,0,1,81.39534884,0,92.30769231,7.692307692,0,0,0,33.33333333,0,0,0,1,1,0,444,5400,32887,0,1,5
10516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,277,2644,0,0,1,1
10517,0.626865672,0.373134328,0,3,0,0.04,0,0.36,0,1,23.52941176,0,94.44444444,5.555555556,0,0,0,88.23529412,0,0,0,1,0,0,0,-1,414774,0,0,2
10518,0.8,0.2,0,0,0,0,0,0,0,0,50,0,100,0,0,0,0,0,0,0,0,1,0,1,75,-2,6684,0,0,4
10519,0.863309353,0.136690647,0,4,0,0,0,0.052631579,0,1,56.25,0,100,0,0,0,0,88.57142857,0,0,0,1,1,1,0,-1,0,0,1,0
10520,0.848484848,0.151515152,0,2,0,0,0,0,0,1,75,0,100,0,0,0,0,33.33333333,0,0,0,1,0,0,555,4924,247167,0,0,4
10521,0.266666667,0.733333333,0,0,0,0.090909091,0,0,0,1,0,0,50,50,0,0,0,16.66666667,0,0,0,1,1,0,1484,2169,1125607,0,1,4
10522,0.245762712,0.754237288,0,4,0,0,0,0,0,1,0,0,0,100,0,0,0,40,0,0,0,0,0,0,102,6515,0,0,0,4
10523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,335,761,0,0,1,0
10524,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,101,2091,0,0,0,3
10525,0.951704545,0.048295455,0,0,0,0.529411765,0,0.235294118,0,0,100,0,100,0,0,0,0,66.66666667,0,0,0,0,1,0,902,7133,12,0,0,7
10526,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,0,0,2850,-1,12043,0,0,4
10527,0.875,0.125,0,0,0,1,0,0,1,0,100,0,100,0,0,0,0,100,0,0,0,1,0,0,0,12376,3063,0,1,6
10528,0.819397993,0.180602007,0,0,0,0.759259259,0,0.333333333,0,0,85.71428571,0,92.30769231,7.692307692,0,0,0,68.6746988,0,0,0,1,0,0,393,5086,53314,0,0,5
10529,0.916030534,0.083969466,0,0,0,0.454545455,0,0,0,0,100,0,100,0,0,0,0,63.33333333,0,0,0,0,0,0,904,7130,12,0,0,7
10530,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,0,0,215,5994,475913,0,0,4
10531,0.931034483,0.068965517,0,0,0,1,0,0,0,0,92.30769231,0,0,100,0,0,0,0,0,0,0,1,1,1,0,-1,19748,0,1,6
10532,0.9,0.1,0,0,0,0,0,0.2,0,0,62.5,0,100,0,0,0,0,81.81818182,0,0,0,1,0,0,328,6246,195180,0,0,4
10533,0.5,0.5,0,2,0,0.134615385,0,0.173076923,0,1,40,0,75,25,0,0,0,30.18867925,0,0,0,0,0,0,34,5445,6496,0,0,5
10534,0.68,0.32,0,2,0,0.125,0,0.125,1,1,66.66666667,0,96.42857143,3.571428571,0,0,0,13.04347826,0,0,0,1,1,0,631,4848,6082,0,1,5
10535,0.057142857,0.942857143,0,1,0,0.03030303,0,0.060606061,0,1,0,0,0,100,0,0,0,9.523809524,0,0,0,0,1,0,911,9317,13,0,1,7
10536,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2975,8347,1,0,1,10
10537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,214,6360,186,0,0,6
10538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,888,5321,0,0,1,2
10539,0.863636364,0.136363636,0,0,0,0.333333333,0,0,0,0,68.75,0,12.5,87.5,0,0,0,60,0,0,0,1,1,0,87,5391,10053,0,0,5
10540,0.03125,0.96875,0,2,0,0.225806452,0,0.193548387,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2690,6207267,0,1,2
10541,0.950617284,0.049382716,0,1,0,0.125,0,0.125,0,1,83.33333333,0,100,0,0,0,0,55.55555556,0,0,0,1,0,0,1450,-1,266000,0,0,4
10542,0.686046512,0.313953488,0,0,0,0,0,0,0,0,8.333333333,0,0,100,0,0,0,0,0,0,0,0,0,0,1512,6158,6546,0,0,4
